en	hi
a black train engine##train,person,train,train	एक ब्लैक ट्रेन इंजन
a white color cat focusing on the camera##person,cat,person	एक सफेद रंग की बिल्ली कैमरे पर ध्यान केंद्रित कर रही है
A giraffe standing in a field##giraffe,giraffe	एक मैदान में खड़ा जिराफ
The umpire bent to determine how the ball was thrown##person,person,person,baseball bat	अंपायर यह निर्धारित करने के लिए झुका कि गेंद कैसे फेंकी गई
polka dot black umbrella##person,umbrella,car,car,umbrella,car,truck,person	पोल्का डॉट ब्लैक छाता
Head of a person##person,bottle,chair,bowl,book,person,person,dining table,dining table,person	किसी व्यक्ति का शीर्ष
a herd of elephant on the savanna##elephant,elephant,elephant,elephant,elephant,elephant,elephant,dog,bird,elephant	सवाना पर हाथी का झुंड
a large white tow truck##truck,person,truck,person,car,traffic light,truck,motorcycle,person,car	एक बड़ा सफेद टो ट्रक
a red and orange colored blood orange##orange,orange,orange,orange,orange,orange,orange,orange,orange,orange	लाल और नारंगी रंग का रक्त नारंगी
Truck parked on the road##truck	ट्रक सड़क पर खड़ा था
person wearing a suit##person,person,person,horse,person,person,person,person,person,person	सूट पेहना एक व्यक्ति
a man's eyeglasses##person,person,cup,fork,person,person,person,person,dining table,chair	एक आदमी का चश्मा
part of a board##cake,person,knife,person,tie	एक बोर्ड का हिस्सा
cat looking at a computer##keyboard,cat	एक कंप्यूटर पर देख बिल्ली
Dessert on a white plate##spoon,cake,dining table,cake,dining table	एक सफेद प्लेट पर मिठाई
train car on a flatbed##train,car,car,truck,car,car	एक फ्लैटबेड पर रेलगाड़ी कार
a man on the water##kite,person,person,surfboard	एक आदमी पानी पर
a plant of brocolli##broccoli	ब्रोकोली का एक पौधा
part of a shirt##person,tv,person,person,person,cake,person,clock	एक शर्ट का हिस्सा
Brown spots on a giraffe##giraffe	जिराफ पर भूरे रंग के धब्बे
part of a building##bench,bench,bench,car	एक इमारत का हिस्सा
edge of a bag##suitcase	एक बैग के किनारे
black cat lies in the sun##cat,bench	काली बिल्ली धूप में रहती है
three scooters parked beside a road##motorcycle,motorcycle,car,person,person,person,bicycle,person,bicycle,person	एक सड़क के साथ तीन स्कूटर
child in a small train##person,person,person,person,person,person,person	एक छोटी सी ट्रेन में बच्चा
half yellow half white street signs with black letters##	काले पत्रों के साथ आधी पीली आधी सफेद सड़क
bird on car door handle##bird,car	कार के दरवाजे के हैंडल पर पक्षी
the blind is open##sink,sink,potted plant,vase,skateboard,bottle,bottle,car	अंधा खुला है
reflection of robe in mirror##sink,sink	दर्पण में बागे का प्रतिबिंब
The inside of a refrigerator.##refrigerator,microwave,oven,oven,oven	एक रेफ्रिजरेटर के अंदर।
switch plate on the wall##sink,toilet,sink	दीवार पर स्विच प्लेट
a red and white Toyota sign##person,airplane,car,person,person,person,person,person,person,person	एक लाल और सफेद टोयोटा साइन
a cow's right eye##cow,person,person,cow,person,car,umbrella	गाय
part of a lawn##airplane,airplane,airplane,airplane,person,airplane,bottle,airplane,airplane,person	एक लॉन का हिस्सा
a large passenger jet##airplane,airplane,airplane,car	एक बड़ा यात्री जेट
long haired white cat##cat,bench,chair,bench	लंबे बालों वाली सफेद बिल्ली
part of a grass##bird	एक घास का हिस्सा
white and brown giraffes##giraffe,giraffe,giraffe,bench	सफेद और भूरे रंग के जिराफ
person wearing blue jacket##person,person,person,skis,skis,backpack,skis,skis,skis,skis	नीली जैकेट पहने व्यक्ति
person carrying a surfboard##surfboard,person	सर्फ़बोर्ड ले जाने वाला व्यक्ति
face of the giraffe##giraffe,giraffe,giraffe,giraffe	जिराफ का चेहरा
a green truck on a street##truck,tv,bench	एक सड़क पर एक हरा ट्रक
a gray and black motorcycle##person,motorcycle,person,person,car,person,car,car,person	एक ग्रे और काले रंग की मोटरसाइकिल
