en	hi
a sandwich on a block##sandwich,dining table,chair,bowl,knife	एक ब्लॉक पर एक सैंडविच
red bags behind players feet##person,person,person,person,person,baseball bat,bench	खिलाड़ियों के पैरों के पीछे लाल बैग
Asian characters on side of building##person,bus,person,bicycle,person,person,person,person,person,person	भवन के किनारे एशियाई अक्षर
The tennis player's shadow is on the tennis court.##person,tennis racket,sports ball,person,person,person,person,chair	टेनिस खिलाड़ी की परछाई टेनिस कोर्ट पर है।
fast looking yellow motorcycle##motorcycle,potted plant,motorcycle	तेज दिखने वाली पीली मोटरसाइकिल
white springs under bed##bed	बिस्तर के नीचे सफेद स्प्रिंग्स
a sponsors name on the tennis court wall##person,person,sports ball,chair,tennis racket	टेनिस कोर्ट की दीवार पर एक प्रायोजक का नाम
Asian characters written on a sign##bus,bus,car,bus,car,person,car,car,bus,bus	एक संकेत पर लिखे गए एशियाई पात्र
the date and time indicating the time of picture##train,train,handbag	दिनांक और समय चित्र का समय दर्शाता है
The light forms a rainbow##horse,horse,horse,cow,person	प्रकाश एक इंद्रधनुष बनाता है
Headpiece of the second rider from the right##horse,horse,horse,horse,person,horse,horse,person,person,person	दाईं ओर से दूसरे सवार का सिर
postage stamp with liberty bell##cat,book,book,bowl,book	डाक टिकट पर स्वतंत्रता की घंटी
Mud forms along the edge of the watering hole##giraffe,giraffe	पानी के छेद के किनारे मिट्टी के रूप में
an unfinished block of wood##scissors,bottle,knife,dining table,knife,remote,book	लकड़ी का एक अधूरा ब्लॉक
green grass behind players##person,person,person,baseball glove,baseball glove,skis	खिलाड़ियों के पीछे हरी घास
the second base coach watches the play##person,person,baseball glove,person,baseball glove,person,chair,person,person,person	दूसरा बेस कोच खेल देखता है
child's soft fine brown hair##teddy bear,person,bed,person,person	बच्चे के मुलायम महीन भूरे बाल
A black entertainment stand on wheels##tv,couch,chair,potted plant,potted plant,chair,chair,vase,potted plant,keyboard	पहियों पर एक काला मनोरंजन स्टैंड
fast motion image of woman walking in rain##person,umbrella	बारिश में चलने वाली महिला की तेज गति की छवि
second story of building holds two balconies##horse,horse,person,motorcycle,person,person,person,person,person,person	इमारत की दूसरी मंजिल में दो बालकनियाँ हैं
ovan kept in the stand##microwave,refrigerator,oven,knife,person,person,person,person,person,person	स्टैंड में रखा ओवान
The speaker on the stand##person,tv,chair,laptop,chair,person,tv,laptop	स्टैंड पर मौजूद स्पीकर
a man in front of a produce stand##person,person,banana,banana,person,apple,apple,person,banana,banana	एक उत्पाद स्टैंड के सामने एक आदमी
