en	bn
partially eaten chicken pizza	আংশিকভাবে খাওয়া চিকেন পিজ্জা
two layer cake	দুটি স্তর পিষ্টক
part of a board	একটি বোর্ডের অংশ
dark snout on a sheeps face	একটি ভেড়া মুখে অন্ধকার
the dogs are fake	কুকুরগুলি জাল
two single beds in the room	ঘরে দুটি একক বিছানা
Plane on the tarmac	টারম্যাকের উপর বিমান
part of a long sidewalk	একটি দীর্ঘ ফুটপাতের অংশ
Animal Fur that is being gathered	পশুর ফার যে সংগ্রহ করা হচ্ছে
A person riding an animal	একজন ব্যক্তি একটি প্রাণী চালাচ্ছেন
three planes in the sky	আকাশে তিনটি প্লেন
green tennis ball in motion	গতিতে সবুজ টেনিস বল
Vehicles rolling down city street	শহরের রাস্তায় যানবাহন ঘুরছে
black and gold motorcycle parked in lot	কালো এবং সোনার মোটরসাইকেল প্রচুর পার্ক
elephants are walking together	হাতি একসাথে হাঁটছে
digital sign tells destination	ডিজিটাল সাইন গন্তব্য বলে
elephants walking in a field	একটি মাঠে হাতি হাঁটছে
Two people riding horses.	ঘোড়ায় চড়ে দুই জন।
The man with the orange shirt	কমলা শার্টযুক্ত লোকটি
silver train with a blue and yellow stripes	একটি নীল এবং হলুদ ফিতে সঙ্গে সিলভার ট্রেন
the birds are by the water	পাখিরা জলের পাশে
Onions on a plate	একটি প্লেটে পেঁয়াজ
Two people holding game controllers.	দু'জন গেম নিয়ন্ত্রককে ধরে।
family of duck walking on street	হাঁস পরিবার রাস্তায় হাঁটা
two white Wii remotes	দুটি সাদা Wii রিমোটস
bird in the water	জলে পাখি
bunches of orange pumpkins	কমলা কুমড়ো গুচ্ছ
woman in pink holding a cup	গোলাপি রঙের মহিলা এক কাপ ধারণ করছেন
the clock is attched to the building	ঘড়ি বিল্ডিং সংযুক্ত করা হয়
A brown stuffed animal.	একটি বাদামী রঙের স্টাফ প্রাণী।
Cookies baking in white oven.	সাদা চুলায় কুকি বেকিং।
Thin framed glasses on a man's face.	একটি পুরুষের মুখের উপর পাতলা ফ্রেমযুক্ত চশমা।
black and grey parking meter	কালো এবং ধূসর পার্কিং মিটার
two women walking together	দুই মহিলা একসাথে হাঁটছেন
dog is light brown	কুকুর হালকা বাদামী
a person surfing the ocean	একজন ব্যক্তি মহাসাগরটি চালাচ্ছেন
Man holding an umbrella	ছাতা ধরে মানুষ
this is a giraffe	এটি একটি জিরাফ
A wooden park bench	একটি কাঠের পার্ক বেঞ্চ
A man on a bicycle	সাইকেলের একজন লোক
Large African Elephant In the wild	বুনো মধ্যে আফ্রিকার বড় হাতি
this is the sky	এই আকাশ
Plane preparing to land	বিমান অবতরণ করার প্রস্তুতি নিচ্ছে
red plane flying in sky	আকাশে উড়ন্ত লাল বিমান
wires in center of table	টেবিলের মাঝখানে তারগুলি
large brown bear walking in the grass	ঘাসে বড় বড় বাদামী ভাল্লুক
small breaking wave in the ocean	সমুদ্রের ছোট ভাঙ্গা তরঙ্গ
This horse has very black eyes that are visible	এই ঘোড়ার খুব কালো চোখ রয়েছে যা দৃশ্যমান
a small wooden bed	একটি ছোট কাঠের বিছানা
