en	ml
surfboard propped up against a branch	ഒരു ശാഖയ്‌ക്കെതിരെ സർഫ്ബോർഡ്
the bare back of a woman	ഒരു സ്ത്രീയുടെ നഗ്നമായ പുറം
edge of a guard	ഒരു കാവൽക്കാരന്റെ വശം
Crowd of people in the rain	മഴയിൽ ജനക്കൂട്ടം
person with bookbag in snow	ഹിമത്തിൽ ബുക്ക്ബാഗ് ഉള്ള വ്യക്തി
A gold statue of a dog	നായയുടെ സ്വർണ്ണ പ്രതിമ
man ready to catch the frisbee	ഫ്രിസ്‌ബിയെ പിടിക്കാൻ മനുഷ്യൻ തയ്യാറാണ്
An old green army motorcycle	ഒരു പഴയ പച്ച ആർമി മോട്ടോർസൈക്കിൾ
A sign in a different language	മറ്റൊരു ഭാഷയിലെ ഒരു അടയാളം
Two airplanes	രണ്ട് വിമാനങ്ങൾ
a small white birthday cake	ഒരു ചെറിയ വെളുത്ത ജന്മദിന കേക്ക്
Old fashioned street light	പഴയ രീതിയിലുള്ള തെരുവ് വെളിച്ചം
SEAGULL standing on iron rail	സീഗൽ ഇരുമ്പ് റെയിലിൽ നിൽക്കുന്നു
Small part of brown murky water	തവിട്ട് മങ്ങിയ വെള്ളത്തിന്റെ ചെറിയ ഭാഗം
a pile of red grape tomatoes	ചുവന്ന മുന്തിരി തക്കാളിയുടെ കൂമ്പാരം
Train tracks through the bushes	കുറ്റിക്കാട്ടിലൂടെ ട്രെയിൻ ട്രാക്കുകൾ
parking meter on sidewalk	നടപ്പാതയിൽ പാർക്കിംഗ് മീറ്റർ
white metal sign	വെളുത്ത ലോഹ ചിഹ്നം
a small table lamp	ഒരു ചെറിയ മേശ വിളക്ക്
white and red Christmas stocking	വെള്ളയും ചുവപ്പും നിറത്തിലുള്ള ക്രിസ്മസ് സംഭരണം
a man in white playing tennis	വെള്ള കളിക്കുന്ന ഒരാൾ ടെന്നീസ് കളിക്കുന്നു
Close up of a zebra turning towards the camera	ക്യാമറയിലേക്ക് തിരിയുന്ന ഒരു സീബ്രയുടെ ക്ലോസ് അപ്പ്
a bread cut out	ഒരു റൊട്ടി മുറിച്ചു
the elephant is gray	ആന ചാരനിറമാണ്
top button on shirt	ഷർട്ടിന്റെ മുകളിലെ ബട്ടൺ
a woman feeding a giraffe	ഒരു സ്ത്രീ ജിറാഫിന് ഭക്ഷണം കൊടുക്കുന്നു
Pitcher wearing a white uniform	വെളുത്ത യൂണിഫോം ധരിച്ച പിച്ചർ
the standing giraffe	നിൽക്കുന്ന ജിറാഫ്
coffee pot on a counter	ഒരു കൗണ്ടറിൽണ്ടറിൽ കോഫി പോട്ട്
black jumping dog catching frisbee	ചാടുന്ന കറുത്ത നായ ഫ്രിസ്ബിയെ പിടിക്കുന്നു
a cat on the shoulder of the girl	പെൺകുട്ടിയുടെ തോളിൽ ഒരു പൂച്ച
white shower head above	വെളുത്ത ഷവർ തല മുകളിൽ
A bright orange shirt	തിളക്കമുള്ള ഓറഞ്ച് ഷർട്ട്
two wood park benches	രണ്ട് വുഡ് പാർക്ക് ബെഞ്ചുകൾ
The woman holds a cellphone	സ്ത്രീ ഒരു സെൽഫോൺ കൈവശം വച്ചിട്ടുണ്ട്
clear glass salt shaker	വ്യക്തമായ ഗ്ലാസ് ഉപ്പ് ഷേക്കർ
a person standing on a surfboard	സർഫ്ബോർഡിൽ നിൽക്കുന്ന ഒരാൾ
Man riding a bike	മനുഷ്യൻ ബൈക്ക് ഓടിക്കുന്നു
Photo taken at the beach	കടൽത്തീരത്ത് എടുത്ത ഫോട്ടോ
edge of a leaf	ഒരു ഇലയുടെ അറ്റം
people are flying a kite	ആളുകൾ ഒരു പട്ടം പറക്കുന്നു
the horse is brown	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
brown cow in a field	ഒരു വയലിൽ തവിട്ട് പശു
A pink Yogo truck	ഒരു പിങ്ക് യോഗ ട്രക്ക്
roman numeral nine	റോമൻ സംഖ്യ ഒമ്പത്
This elephant is walking	ഈ ആന നടക്കുന്നു
Skier in the air	വായുവിൽ സ്കീയർ
It is cloudy outside.	പുറത്ത് തെളിഞ്ഞ കാലാവസ്ഥയാണ്.
"the number ""21"" on a jersey"	ഒരു ജേഴ്സിയിലെ \ 21 അക്കം
Three people wearing red with cycles	സൈക്കിൾ ഉപയോഗിച്ച് ചുവപ്പ് ധരിച്ച മൂന്ന് ആളുകൾ
people on the side of a train	ഒരു ട്രെയിനിന്റെ വശത്തുള്ള ആളുകൾ
clear cup of water	തെളിഞ്ഞ കോപ്പയിലെ വെള്ളം
Scooter parked on sidewalk	നടപ്പാതയിൽ നിർത്തിയിട്ട സ്കൂട്ടർ
red double decked bus	ചുവന്ന ഇരട്ട അലങ്കരിച്ച ബസ്
Pretty flowers in a vase	ഒരു പാത്രത്തിൽ മനോഹരമായ പൂക്കൾ
curly black cord hanging from the phone	ഫോണിൽ നിന്ന് തൂങ്ങിക്കിടക്കുന്ന കറുത്ത ചരട്
the man sitting on the steps	പടികളിൽ ഇരിക്കുന്ന മനുഷ്യൻ
Bike hanging from ceiling	സീലിംഗിൽ നിന്ന് ബൈക്ക് തൂക്കിയിരിക്കുന്നു
Several people at a sporting event outside	പുറത്ത് ഒരു കായിക പരിപാടിയിൽ നിരവധി ആളുകൾ
red sailboat in the water	വെള്ളത്തിൽ ചുവന്ന കപ്പൽ
three giraffes behind a fence	ഒരു വേലിക്ക് പിന്നിൽ മൂന്ന് ജിറാഫുകൾ
a gray laptop computer	കെട്ടിടത്തിന് മുകളിൽ ഒരു ഫ്ലാഗ് പോൾ
a man walking	ഒരു കറുത്ത ട്രാഷ് ബാഗ്.
a black truck in a parking lot	ഒരു ബാഗ് കോട്ടൺ മിഠായി
graffiti on a wall	ഒരു ചുവരിൽ ഗ്രാഫിറ്റി
the blade of the scapel	സ്കാപ്പലിന്റെ ബ്ലേഡ്
The board is black.	ബോർഡ് കറുത്തതാണ്.
Refrigerator in a room.	ഒരു മുറിയിൽ റഫ്രിജറേറ്റർ.
a man in a hat	തൊപ്പി ധരിച്ച ഒരാൾ
man in black sweater and blue jeans	കറുത്ത സ്വെറ്ററും നീല ജീൻസും ധരിച്ച മനുഷ്യൻ
the plate is polka dot	പ്ലേറ്റ് പോൾക്ക ഡോട്ട് ആണ്
pink scarf around woman's neck	സ്ത്രീയുടെ കഴുത്തിൽ പിങ്ക് സ്കാർഫ്
part of a water	കുഞ്ഞ് ആന
a bunch of basil	ഒരു കൂട്ടം തുളസി
yellow bananas on bike	ബൈക്കിൽ മഞ്ഞ വാഴപ്പഴം
Boy with tan and blue hat	ടാനും നീല തൊപ്പിയുമുള്ള പയ്യൻ
small child's left thumb	ചെറിയ കുട്ടിയുടെ ഇടത് തള്ളവിരൽ
the boy is sitting down	കുട്ടി ഇരിക്കുന്നു
a stop sign	ഒരു കറുത്ത ട്രാഷ് ബാഗ്.
Hot dog in bun with mustard	നിലത്ത് കറുത്ത പുള്ളി
a field with tall green grass.	ഉയരമുള്ള പച്ച പുല്ലുള്ള വയൽ.
a giraffe standing tall	കെട്ടിടത്തിന് മുകളിൽ ഒരു ഫ്ലാഗ് പോൾ
a bear and bird in a field	ഒരു വയലിൽ ഒരു കരടിയും പക്ഷിയും
man wearing sunglasses	സൺഗ്ലാസ് ധരിച്ച മനുഷ്യൻ
woman riding a horse	കുതിര സവാരി ചെയ്യുന്ന സ്ത്രീ
brown horse shoes	തവിട്ട് കുതിര ഷൂസ്
colorful train on track	ട്രാക്കിൽ വർണ്ണാഭമായ ട്രെയിൻ
bird sits on branch	പക്ഷി ശാഖയിൽ ഇരിക്കുന്നു
A green and white train on the tracks	ട്രാക്കുകളിൽ പച്ചയും വെള്ളയും ഉള്ള ട്രെയിൻ
rounc clock on tall tower	ഉയരമുള്ള ടവറിൽ ക്ലോക്ക് ചെയ്യുക
A woman holding a cellphone to her ear.	ഒരു സ്ത്രീ ചെവിയിൽ സെൽഫോൺ പിടിക്കുന്നു.
a glass of white wine	ഒരു ഗ്ലാസ് വെള്ള വീഞ്ഞ്
player is playing tennis	കളിക്കാരൻ ടെന്നീസ് കളിക്കുന്നു
a flying kite	ഒരു പറക്കുന്ന കൈറ്റ്
a computer mouse	ഒരു കമ്പ്യൂട്ടർ മൗസ്
a dog sitting at attention	ശ്രദ്ധയിൽ ഇരിക്കുന്ന ഒരു നായ
line going across the track	ട്രാക്കിലൂടെ കടന്നുപോകുന്ന വരി
bear has green apron on	കരടിക്ക് പച്ച നിറത്തിലുള്ള ആപ്രോൺ ഉണ്ട്
the front car of a train	ഒരു തീവണ്ടിയുടെ മുമ്പിലത്തെ കാർ
orange kite in the sky	ഓറഞ്ച് കൈറ്റ് ആകാശത്ത്
doughnuts coming down the conveyor belt	കൺവെയർ ബെൽറ്റിൽ നിന്ന് ഇറങ്ങുന്ന ഡോനട്ട്സ്
Man wearing blue jacket	നീല ജാക്കറ്റ് ധരിച്ച മനുഷ്യൻ
giraffe standing in zoo enclosure	ജിറാഫ് മൃഗശാലയിൽ നിൽക്കുന്നു
a street sign on a pole	ഒരു കഴുക്കോല്തിൽ ഒരു തെരുവ് ചിഹ്നം
bad bananas on a tree	ഒരു മരത്തിൽ മോശം വാഴപ്പഴം
A small bird in flight	ഒരു ചെറിയ പക്ഷി പറക്കുന്നു
a curious cat	ഉത്കണ്ഠാകുലയായ പൂച്ച
street lights are red	തെരുവ് വിളക്കുകൾ ചുവപ്പാണ്
black and white dog	കറുപ്പും വെളുപ്പും നായ
Young boy with umbrella	കുടയുള്ള കൊച്ചുകുട്ടി
Brown show laying in grass	ബ്ര brown ൺ ഷോ പുല്ലിൽ കിടക്കുന്നു
vegetables and meats in the plate	പച്ചക്കറികളും മാംസവും പ്ലേറ്റിൽ
an orange semi truck	ഒരു ഓറഞ്ച് സെമി ട്രക്ക്
A row of motorbikes.	മോട്ടോർ ബൈക്കുകളുടെ ഒരു നിര.
