en	ml
the date is probably somehow, somewhat primitively digitally conveyed	തീയതി ഒരുപക്ഷേ എങ്ങനെയെങ്കിലും, പ്രാഥമികമായി ഡിജിറ്റലായി അറിയിക്കുന്നു
pointing sign in english and chinese	ഇംഗ്ലീഷിലും ചൈനീസിലും പോയിന്റിംഗ് ചിഹ്നം
The players uniform is white	കളിക്കാരുടെ യൂണിഫോം വെളുത്തതാണ്
one side is in english	ഒരു വശം ഇംഗ്ലീഷിലാണ്
A fence at a tennis court	ടെന്നീസ് കോർട്ടിന്റെ വേലി
lifeguard stand is blue and white	ലൈഫ് ഗാർഡ് സ്റ്റാൻഡ് നീലയും വെള്ളയുമാണ്
sign written in english and foreign language	ഇംഗ്ലീഷ്, വിദേശ ഭാഷകളിൽ എഴുതിയ ചിഹ്നം
gray color on court	കോർട്ടിൽ ചാരനിറം
fine brown dirt	നേർത്ത തവിട്ട് അഴുക്ക്
round light gray large cement block	വൃത്താകൃതിയിലുള്ള ഇളം ചാരനിറത്തിലുള്ള വലിയ സിമന്റ് ബ്ലോക്ക്
red hat on baseball players head	ബേസ്ബോൾ കളിക്കാരുടെ തലയിൽ ചുവന്ന തൊപ്പി
second airplane leaves smoke trail	രണ്ടാമത്തെ വിമാനം പുക പാത ഉണ്ടാക്കുന്നു
date 01/05/2011	തീയതി 01/05/2011
A skateboard with asian characters painted on the underside	ചുവടെയുള്ള ഏഷ്യൻ പ്രതീകങ്ങളുള്ള ഒരു സ്കേറ്റ്ബോർഡ്
Baseball catcher watching players	കളിക്കാരെ നോക്കുന്ന ബേസ്ബോൾ ക്യാച്ചർ
Skid foot marks on a tennis court	ഒരു ടെന്നീസ് കോർട്ടിൽ കാൽ തെന്നിയ അടയാളങ്ങൾ ഉണ്ട്
yellow poles by the cross sign	ക്രോസ് ചിഹ്നത്തിനു സമീപത്തുളള മഞ്ഞ ധ്രുവങ്ങൾ
The TV and stand in the living room	ടിവിയും സ്റ്റാൻഡും സ്വീകരണമുറിയിൽ നിൽക്കുന്നു
The front wheel of the second bus.	രണ്ടാമത്തെ ബസ്സിന്റെ മുൻ ചക്രം.
tan grey fine sand	ചാരനിറത്തിലുള്ള നേർത്ത മണൽ
boy sitting cross legged	ചമ്രം പടഞ്ഞിരിക്കുന്ന ആൺകുട്ടി
Wall design of people characters.	ആളുകളുടെ പ്രതീകങ്ങളുള്ള മതിലിലെ രൂപകൽപ്പന.
Baseball in players right hand	കളിക്കാരന്റെ വലതു കൈയിലെ ബേസ്ബോൾ
the second car in the train	ട്രെയിനിലെ രണ്ടാമത്തെ കാർ
an english style toilet	ഒരു ഇംഗ്ലീഷ് ശൈലിയിലുള്ള ടോയ്‌ലറ്റ്
Two baseball players at the plate	പ്ലേറ്റിൽ രണ്ട് ബേസ്ബോൾ കളിക്കാർ
The sky is fair.	ആകാശം മനോഹരമാണ്.
This open-air stand takes place in Jamaica	ഈ ഓപ്പൺ എയർ സ്റ്റാൻഡ് ജമൈക്കയിലാണ് നടക്കുന്നത്
Man playing tennis on purple and green tennis court.	പർപ്പിൾ, ഗ്രീൻ ടെന്നീസ് കോർട്ടിൽ മനുഷ്യൻ ടെന്നീസ് കളിക്കുന്നു.
tail of cat forms a C	പൂച്ചയുടെ വാൽ ഒരു സി ഉണ്ടാക്കുന്നു
Two fine drinking glasses	രണ്ട് കുടിവെള്ള ഗ്ലാസുകൾ
the second gold horse	രണ്ടാമത്തെ സ്വർണ്ണ കുതിര
a few people about to cross the road	റോഡ് മുറിച്ചുകടക്കാൻ പോകുന്ന കുറച്ച് ആളുകൾ
Cell phone is in stand.	സെൽ‌ഫോൺ‌ സ്റ്റാന്റിൽ ഇരിക്കുന്നു
the word front on the sign in the english section	ഇംഗ്ലീഷ് വിഭാഗത്തിലെ അടയാളത്തിലെ ഫ്രണ്ട് എന്ന വാക്ക്
Grass growing on the grass tennis court.	ഗ്രാസ് ടെന്നീസ് കോർട്ടിൽ പുല്ല് വളരുന്നു.
green and white concession stand near umbrella	പച്ചയും വെള്ളയും കൺസ്സശൻ സ്റ്റാന്റ് കുടയ്ക്കടുത്ത്
glass top on night stand	രാത്രി സ്റ്റാൻഡിലെ ഗ്ലാസ് ടോപ്പ്
spectator seats at a tennis court	ഒരു ടെന്നീസ് കോർട്ടിലെ കാണികളുടെ സീറ്റുകൾ
Chain-link enclosure for tennis court	ടെന്നീസ് കോർട്ടിനായുള്ള ചെയിൻ-ലിങ്ക് എൻ‌ക്ലോസർ
english word in green	ഇംഗ്ലീഷ് പദം പച്ചയിൽ
Cluttered night stand	അലങ്കോലപ്പെട്ട രാത്രി സ്റ്റാൻഡ്
edge of a stamp	ഒരു സ്റ്റാമ്പിന്റെ അഗ്രം
the lady appears to be going cross country skiing	ലേഡി ക്രോസ് കണ്ട്രി സ്കീയിംഗിന് പോകുന്നതായി തോന്നുന്നു
a man standing on court	കോർട്ടിൽ നിൽക്കുന്ന ഒരാൾ
red bananas at a fruit stand	ഫ്രൂട്ട് സ്റ്റാൻഡിലെ ചുവന്ന വാഴപ്പഴം
a toasted english muffin	ഒരു ടോസ്റ്റഡ് ഇംഗ്ലീഷ് മഫിൻ
The sign that says Alice springs	ആ അടയാളം ആലീസ് ഉറവകൾ എന്ന് പറയപ്പെടുന്നു
the second hand of the clock	ക്ലോക്കിന്റെ സെക്കന്റ്‌ സൂചി
black and white tennis court netting	ബ്ലാക്ക് ആൻഡ് വൈറ്റ് ടെന്നീസ് കോർട്ട് നെറ്റിംഗ്
black bicycle seat with supporting springs	പിന്തുണയ്ക്കുന്ന സ്പ്രിങ്ങുകൾ ഉള്ള കറുത്ത സൈക്കിൾ സീറ്റ്
The comb is fine toothed.	ചീപ്പ് പല്ലുള്ളതാണ്.
red double decker bus with Chinese characters and number 8	ചൈനീസ് പ്രതീകങ്ങളും എട്ടാം നമ്പറും ഉള്ള റെഡ് ഡബിൾ ഡെക്കർ ബസ്
players uniform is black and gold	കളിക്കാരുടെ യൂണിഫോം കറുപ്പും സ്വർണ്ണവുമാണ്
facial expression, particularly mouth that says, 'yeah, i'm fine w/ being a corporate drone	മുഖഭാവം, പ്രത്യേകിച്ച് വായ പറയുന്നു , 'അതെ, ഞാൻ ഒരു കോർപ്പറേറ്റ് ഡ്രോൺ ആയിരിക്കുന്നു
asian characters in red	ചുവപ്പ് നിറത്തിലുള്ള ഏഷ്യൻ പ്രതീകങ്ങൾ
Starps on the stand.	സ്റ്റാൻഡിൽ സ്റ്റാർപ്പുകൾ.
two man standing on a tennis court	രണ്ടുപേർ ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്നു
a cross railway sign	ഒരു ക്രോസ് റെയിൽ‌വേ ചിഹ്നം
fondant characters on cake	കേക്കിലെ ഫോണ്ടന്റ് പ്രതീകങ്ങൾ
a museum containing models of airplanes	വിമാനങ്ങളുടെ മാതൃകകൾ ഉൾക്കൊള്ളുന്ന ഒരു മ്യൂസിയം
blue umbrella pole held fast by sand	നീല കുടയുടെ ദണ്ഡ് മണലിൽ നിൽക്കുന്നു
five glass vases on the stand	സ്റ്റാൻഡിൽ അഞ്ച് ഗ്ലാസ് പാത്രങ്ങൾ
Blue section of tennis court	ടെന്നീസ് കോർട്ടിന്റെ നീല വിഭാഗം
A black barrier stand.	ഒരു കറുത്ത ബാരിയർ സ്റ്റാൻഡ്.
orange date stamp on photo	ഫോട്ടോയിലെ ഓറഞ്ച് തീയതി സ്റ്റാമ്പ്
green bench on court	കോർട്ടിൽ ഗ്രീൻ ബെഞ്ച്
Lid of glass cake stand	ഗ്ലാസ് കേക്ക് സ്റ്റാൻഡിന്റെ അടപ്പ്
low grey wall behind players	കളിക്കാർക്ക് പിന്നിൽ ചെറിയ ചാരനിറത്തിലുള്ള മതിൽ
orange springs on the bottom of train	ട്രെയിനിന്റെ അടിയിൽ ഓറഞ്ച് സ്പ്രിങ്ങുകൾ
Straight fine black hair	നേരായുള കറുത്ത മുടി
this players is shirtless	ഈ കളിക്കാരൻ ഷർട്ട് ഇട്ടിട്ടില്ല
tan colored brick block wall	ടാൻ നിറമുള്ള ഇഷ്ടികയുള്ള ബ്ലോക്ക് മതിൽ
the trees in the tennis court	ടെന്നീസ് കോർട്ടിലെ മരങ്ങൾ
fence next to players	കളിക്കാരുടെ അടുത്തുള്ള വേലി
a sign that forms an X	ഒരു എക്സ് രൂപപ്പെടുന്ന ഒരു അടയാളം
lots of kick+grab marks on white wall below blurry words of graffiti [likely not in english]	ഗ്രാഫിറ്റിയുടെ മങ്ങിയ വാക്കുകൾക്ക് ചുവടെ വെളുത്ത ചുമരിൽ ധാരാളം കിക്ക് + ഗ്രാഫ് അടയാളങ്ങൾ [മിക്കവാറും ഇംഗ്ലീഷിൽ അല്ലാത്തത്.]
a woman in a fair isle sweater	മനോഹരമായ ഐൽ സ്വെറ്റർ ധരിച്ചിരിക്കുന്ന ഒരു സ്ത്രീ
