image_idx	en	hi	obj_tags
2319267	black chinese characters n white sign	काले चीनी अक्षर और सफेद संकेत	person,train,truck,person,bus,person
2366322	Shadow of the man on the tennis court	टेनिस कोर्ट पर आदमी की छाया	person,tennis racket,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball
2393439	white marking on tennis court	टेनिस कोर्ट पर सफेद निशान	person,tennis racket
2375139	Baby fine light brown hair.	बच्चे की ठीक हल्के भूरे बाल।	broccoli,person,bowl,broccoli,dining table,chair,person,cake,dining table
2342392	the players lean on the fence	खिलाड़ी बाड़ पर झुक जाते हैं	person,person,person,person,person,person,baseball glove,person,person,baseball bat,person,person,skateboard,person,baseball bat,skateboard,tennis racket,baseball bat,book,baseball bat,book
2368709	second suitcase on bottom is orange	नीचे दूसरा सूटकेस नारंगी है	suitcase,suitcase,suitcase,suitcase,suitcase,person,suitcase,suitcase,umbrella,suitcase
2400722	Man helping child stand on snowboard	स्नोबोर्ड पर खड़े होने में बच्चे की मदद कर कर रहा आदमी	snowboard,person,person,person
2402005	extremely fast bullet train	बेहद तेज जाता बुलेट ट्रेन	train,train,person
2345109	Oriole on front of players hat	खिलाड़ियों की टोपी पर ओरिओल	person,sports ball,baseball glove,person
2320398	Net across the tennis court	टेनिस कोर्ट में नेट	person,person,person,person,tennis racket,person,person,person,person,person,tennis racket,chair,remote,person,person,bench
1836	second car parked on the street	दूसरी कार सड़क पर खड़ी थी	car,car,car,car,car,car,traffic light,potted plant,train,traffic light,truck
2403804	Cather's mit for hand protection against fast pitches.	तेजी से पिचों के खिलाफ हाथ की सुरक्षा के लिए कैथरीन की माइट।	person,person,baseball glove,person,person,person,person,person,person,person,chair,person,person,chair,person,person,person,person,chair,person,baseball glove,person,person,chair,chair,chair,person,person,chair,chair,chair,person,chair,person,chair,chair,chair,person,chair,chair,chair,chair,chair,chair
2335061	fast food chicken patty	फास्ट फूड चिकन पैटी	sandwich,cell phone,bowl,dining table
2375800	sunglasses of second rider	दूसरे सवार का धूप का चश्मा	person,person,person,motorcycle,person,motorcycle,motorcycle,motorcycle
2413537	People buying food on fast food store	फास्ट फूड स्टोर पर खाना खरीदते लोग	person,person,pizza,pizza,person,person,person,cup,vase,knife,book,cup,person,laptop,book
2347861	second animal in the back	पीठ में दूसरा जानवर	elephant,cow,potted plant,cow,potted plant
2362291	the stand under the tv	टीवी के नीचे खड़े हो जाओ	tv,person,chair,couch,book,chair,bottle,refrigerator,chair,book,microwave,dining table,book,book,book,dining table,bench,book,book,book,book,bottle,book,oven
2394518	tennis court with white stripes	सफेद धारियों वाला टेनिस कोर्ट	person,tennis racket,sports ball
150530	kick stand on motorcycle	मोटरसाइकिल पर किक स्टैंड	person,person,person,motorcycle,motorcycle,person,person,motorcycle
2328772	chainlink fencing forms a field exit	चेनलिंक बाड़ लगाना एक क्षेत्र से बाहर निकलता है	person,person,person,baseball bat,bench,sports ball,traffic light,person,baseball bat,baseball glove,bench,backpack,baseball glove,baseball glove,baseball bat
2387075	Wall design of people characters.	लोगों के पात्रों की दीवार डिजाइन।	person,tv,person,person,person,tv,person,person,person,person,person,tv,person,person,person,tv
1159262	the sidewalk in front of the produce stand	उपज स्टैंड के सामने फुटपाथ	person,person,person,orange,apple,apple,handbag,person,orange,orange,banana,book,apple
2330502	concrete or cinder block walls	कंक्रीट या सिंडर ब्लॉक दीवारें	elephant
2392859	The tv stand is made of wood	टीवी स्टैंड लकड़ी से बना है	tv,chair,chair,chair,dining table,chair,chair,dining table,book,chair
2398971	the models perky lips	मॉडल दिलेर होंठ	person,tie
2343275	Three baseball players at first base	पहले बेस पर तीन बेसबॉल खिलाड़ी	person,person,person
2370743	block of black butcher knives	काले कसाई चाकू के ब्लॉक	microwave,oven,knife,sink,knife,oven,sink,knife,oven,sink,knife,knife,knife,knife,bowl,knife,bottle,knife,bottle,knife
2385100	pointing sign in english and chinese	अंग्रेजी और चीनी में सांकेतिक संकेत	umbrella,person,person,person,umbrella,person,person,person,car,person,car,handbag,handbag,car,person,handbag,handbag,frisbee,backpack,handbag
