en	bn
White striped pedestrian cross-walk painted on street.##person,person,person,person,person,person,person,traffic light,traffic light,kite	রাস্তায় সাদা স্ট্রিপযুক্ত পথচারী ক্রস-ওয়াক আঁকা।
Baseball team players in the dugout##person,person,person,baseball bat,baseball glove,person,person,person,frisbee,person	ডাগআউটে বেসবল দলের খেলোয়াড়রা
boy sitting cross legged##person,person,tie,person,person,person,tie,person,person,tie	ছেলে টি হাঁটু ভাঁজ করে বসে
The man's hand forms a fist##person,surfboard,surfboard	লোকটির হাত মুঠো হয়েছে
stand of bamboo##person,person,cell phone,potted plant,potted plant	বাঁশের স্ট্যান্ড
Statue honoring members of the armed forces##person,person,umbrella,person,person,person,umbrella,person,backpack,umbrella	সশস্ত্র বাহিনীর সদস্যদের সম্মান জানিয়ে প্রতিমা
men of forces wearing the dress uniforms##motorcycle,person,person,person,person,person,person,person,person,person	ইউনিফর্ম পোষাক পরা পুরুষদের বাহিনী 
Another stand and its owner##person,person,person,person,person,person,person,person,bench,person	আরেকটি স্ট্যান্ড এবং এর মালিক
A man stand next to a jeep.##person,person,person,skis,truck,suitcase,cell phone	একটা লোক জিপের পাশে দাঁড়িয়ে আছে।
The sign that says Alice springs##	সাইন এ এলিস স্প্রিংস লেখা
a sandwich on a block##sandwich,dining table,chair,bowl,knife	একটি ব্লকের উপর একটি স্যান্ডউইচ
red bags behind players feet##person,person,person,person,person,baseball bat,bench	খেলোয়াড়দের পায়ের পিছনে লাল ব্যাগ
Asian characters on side of building##person,bus,person,bicycle,person,person,person,person,person,person	বিল্ডিংয়ের পাশে এশীয় অক্ষর
The tennis player's shadow is on the tennis court.##person,tennis racket,sports ball,person,person,person,person,chair	টেনিস কোর্টে টেনিস খেলোয়াড়ের ছায়া।
fast looking yellow motorcycle##motorcycle,potted plant,motorcycle	দ্রুত গতির মোটর সাইকেল
white springs under bed##bed	বিছানার নিচে সাদা স্প্রিংগুলো 
a sponsors name on the tennis court wall##person,person,sports ball,chair,tennis racket	টেনিস কোর্ট প্রাচীর একটি স্পনসর নাম
Asian characters written on a sign##bus,bus,car,bus,car,person,car,car,bus,bus	একটি চিহ্নে লেখা এশীয় অক্ষর
the date and time indicating the time of picture##train,train,handbag	তারিখ এবং সময় ছবির সময় নির্দেশ করে
The light forms a rainbow##horse,horse,horse,cow,person	আলো একটি রংধনু গঠন করে
Headpiece of the second rider from the right##horse,horse,horse,horse,person,horse,horse,person,person,person	ডান থেকে দ্বিতীয় রাইডারের হেডপিস
postage stamp with liberty bell##cat,book,book,bowl,book	ডাকটিকেটে লিবার্টি বেল
Mud forms along the edge of the watering hole##giraffe,giraffe	জলের পাশে কাদা হয়েছে
an unfinished block of wood##scissors,bottle,knife,dining table,knife,remote,book	কাঠের একটি অসম্পূর্ণ ব্লক
green grass behind players##person,person,person,baseball glove,baseball glove,skis	খেলোয়াড়দের পিছনে সবুজ ঘাস
the second base coach watches the play##person,person,baseball glove,person,baseball glove,person,chair,person,person,person	দ্বিতীয় বেস কোচ খেলাটি দেখেন
child's soft fine brown hair##teddy bear,person,bed,person,person	বাচ্চার নরম সূক্ষ্ম বাদামী চুল
A black entertainment stand on wheels##tv,couch,chair,potted plant,potted plant,chair,chair,vase,potted plant,keyboard	একটি কালো বিনোদন স্ট্যান্ড চাকার উপর দাঁড়িয়ে 
fast motion image of woman walking in rain##person,umbrella	বৃষ্টিতে হাঁটা মহিলার দ্রুত গতির চিত্র
second story of building holds two balconies##horse,horse,person,motorcycle,person,person,person,person,person,person	বাড়ির দ্বিতীয় তলায় দুটি বারান্দা 
ovan kept in the stand##microwave,refrigerator,oven,knife,person,person,person,person,person,person	ওভান স্ট্যান্ডে রাখা
The speaker on the stand##person,tv,chair,laptop,chair,person,tv,laptop	স্ট্যান্ডে স্পিকার
a man in front of a produce stand##person,person,banana,banana,person,apple,apple,person,banana,banana	একটি পণ্য উত্পাদন স্ট্যান্ডের সামনে একজন মানুষ
a fast moving train##train,train	একটি দ্রুত চলন্ত ট্রেন
tennis players shadow on court##person,chair,chair,umbrella,chair,chair,chair,chair,chair,chair	কোর্টে টেনিস খেলোয়াড়ের ছায়া 
date stamp on photo is 8/23/08##person,person,cell phone,book,dining table	ছবিতে তারিখ স্ট্যাম্প 8/23/08 হয়
