en	bn
A toilet seat in the photo.##toilet,book,bottle,book,book,vase,book,book,bottle,book	ফটোতে একটি টয়লেট আসন।
A dog brushing his tongue.##dog,toothbrush	একটি কুকুর জিভ ব্রাশ করছে।
clear vase full of stems and water##vase,potted plant,wine glass	ডালপালা এবং জল পূর্ণ পরিষ্কার দানি
There is food on a black tray.##broccoli,orange,dining table,orange,bowl	একটি কালো ট্রেতে খাবার রয়েছে।
Black jacket over back of chair.##laptop,chair,cell phone,handbag,cell phone,keyboard,dining table	চেয়ারের পিছনে কালো জ্যাকেট।
The nose of the dog on the bed##cell phone,bed,dog,baseball bat,cat	বিছানায় কুকুরের নাক
seagull on wooden railing##bird,bird,bird,bird	কাঠের রেলিংয়ের উপর সিগল
tiles picture on wall##vase,potted plant,potted plant,potted plant,vase,potted plant,person,potted plant,vase	দেয়ালে টাইলস ছবি
Leg of a person##person,tv,laptop,cup,mouse,book,book,chair,keyboard,book	একজন ব্যক্তির পা
pizza citing in a box##pizza,pizza,dining table,pizza,pizza	পিজ্জা একটি বাক্সে উদ্ধৃত
Sauce on the plate.##pizza,person,cup,wine glass,dining table,cup,bottle,dining table	প্লেটে সস।
red and white umbrella##person,umbrella,bicycle,bench	লাল এবং সাদা ছাতা
White wings in the picture.##bird,bird,bird,bird,person,car,truck	ছবিতে সাদা ডানা।
the two cats in the car##cat,car,cat	গাড়িতে দুটি বিড়াল
Getting ready to hit the ball##person,person,tennis racket,tennis racket	বল আঘাত করতে প্রস্তুত হচ্ছে
the bench is brown##car,bicycle,car,bench,car,car,car,bicycle,truck,truck	বেঞ্চটি বাদামি
a black and white class photo##person,person,tie,person,person,person,tie,person,tie,person	একটি কালো এবং সাদা শ্রেণীর ফটো
bare leg in tub##person,toilet	টব মধ্যে খালি পা
man on white surfboard##person,surfboard,surfboard	সাদা সার্ফবোর্ডে মানুষ
A cream colored dress.##person,person,umbrella,umbrella,person,person,handbag,handbag,person,handbag	একটি ক্রিম রঙিন পোশাক।
part of the sky##person,snowboard	আকাশের অংশ
white blender with black lid on top of an oven##clock,oven,oven,oven,toaster,bottle,cup,microwave,refrigerator,cup	একটি চুলার উপরে কালো ঢাকনা দিয়ে সাদা ব্লেন্ডার
A red plastic cup.##person,person,person,person,bottle,person,person,person,cup,book	একটি লাল প্লাস্টিকের কাপ।
white adult tennis shoe##person,tennis racket	সাদা বয়স্ক টেনিস জুতো
green broccoli on display##broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli	প্রদর্শন সবুজ ব্রকলি
A motorcycle on the road##person,motorcycle,person,car,person,person,person,person,person,person	রাস্তায় একটি মোটরসাইকেল
Bus driving down street.##person,car,bus,car,person,car,car,car,person,person	রাস্তায় বাস চালাচ্ছে।
A guy with a baseball glove on about to catch a ball.##person,baseball glove,sports ball	একটি বল ধরতে চলেছে বেসবল গ্লাভ সহ একটি লোক।
man performing skateboard trick##skateboard,person,person,person,person,person,person,person	মানুষ স্কেটবোর্ড কৌতুক সম্পাদন
pizza pies on display##pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza,dining table	ডিসপ্লেতে পিজ্জা পাই
Large elephant standing##elephant	বড় হাতি দাঁড়িয়ে আছে
three people standing##person,person,person,umbrella,umbrella,umbrella,backpack,backpack,handbag,person	তিন জন দাঁড়িয়ে
huppster [yuppie who somehow believes self 'hip'] pretending taking a black+white photo of himself w/ a camera & not a telephone makes him look 'deep'##person,couch	হাপস্টার [ইয়ুপী যিনি একরকম নিজেকে 'হিপ' বিশ্বাস করেন] নিজের জন্য একটি কালো + সাদা ছবি ডাব্লু / ক্যামেরা এবং টেলিফোন নয় বলে ছবি তোলেন তাকে 'গভীর' দেখায়
a face of a little boy##person,person,person,horse,person,person,handbag,bench,bench,person	একটি ছোট ছেলের চেহারা
Light pole with signs on it.##train	এটিতে চিহ্ন সহ হালকা খুঁটি।
Large red two-storey bus##person,person,bus,person,person,backpack,person,person,person,person	বড় লাল দোতলা বাস
Lights on the front of the subway train.##train,person,person,person,person,person,person,person,bed,person	পাতাল রেল ট্রেনের সামনের দিকে প্রভা।
part of a grape##banana,bowl,banana,banana,bowl	একটি আঙ্গুর অংশ
part of a bush##train,person	একটি গুল্ম অংশ
part of a shade##horse,horse,horse,horse,horse,horse,horse,horse,horse,horse	একটি ছায়ার অংশ
white foreign righting on red sign##person,backpack,person,person,motorcycle,person,person,car,person,person	লাল সাইন উপর সাদা বিদেশী রাইট
reddish brown horse##horse	লালচে বাদামী ঘোড়া
white sink in corner##toilet,sink,bottle,bottle	সাদা ডোবা কোণে
part of a letter##scissors,person	একটি চিঠির অংশ
red motorcycle parked by the curb##motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle	লাল মোটরসাইকেল কার্ব দ্বারা পার্ক করা
a black dog laying on a sofa##dog,zebra,couch	একটি কালো কুকুর সোফায় শুয়েছিল
the tree is small##elephant,clock,bird	গাছ ছোট
a long boat floating on a body of water##boat,person,dog	জলের শরীরে ভাসমান একটি দীর্ঘ নৌকা
part of an orange##orange,orange,bird	একটি কমলা অংশ
Brown horse eating grass##horse,person	খয়েরি ঘোড়া খাচ্ছে
A black car on the road.##person,person,backpack,handbag,handbag,person,car,car,car,person	রাস্তায় একটি কালো গাড়ি।
Horse with no visible head.##horse,horse	অচল মাথা নেই ঘোড়া।
Leg of a person##person,person,baseball glove,baseball glove	একজন ব্যক্তির পা
a speedboat on the water##boat,person,person,boat	জলের উপর একটি স্পিডবোট
man playing tennis##person,tennis racket,person,person,person,person,person,person	টেনিস খেলছে
tropical bird sitting on the rail##banana,bird	রেলের উপরে বসে গ্রীষ্মমণ্ডলীয় পাখি
part of a forest##person,car,frisbee,frisbee,car	একটি বনের অংশ
