en	ml
man in a white hat on the tennis court##person,person,pizza,pizza,person,person,person,cup,vase,knife	ടെന്നീസ് കോർട്ടിൽ വെളുത്ത തൊപ്പി ധരിച്ച മനുഷ്യൻ
White potted flowers on the tennis court##elephant,cow,potted plant,cow,potted plant	ടെന്നീസ് കോർട്ടിൽ വെളുത്ത പൂക്കൾ ഉള്ള ചെടിച്ചട്ടി
fine stitching on leash##tv,person,chair,couch,book,chair,bottle,refrigerator,chair,book	തോൽവാറിലെ മികച്ച തുന്നൽ
yellow stamp date near bottom##person,tennis racket,sports ball	മഞ്ഞ സ്റ്റാമ്പിലെ തീയതി ചുവടെ
pelican forms ripples with legs##person,person,person,motorcycle,motorcycle,person,person,motorcycle	പെലിക്കൻ കാലുകൾ ഉപയോഗിച്ച് അലകൾ ഉണ്ടാക്കുന്നു
The bench the players are sitting on.##person,person,person,baseball bat,bench,sports ball,traffic light,person,baseball bat,baseball glove	കളിക്കാർ ഇരിക്കുന്ന ബെഞ്ച്.
egg shaped object on a stand##person,tv,person,person,person,tv,person,person,person,person	സ്റ്റാന്റിലെ മുട്ടയുടെ ആകൃതിയിലുള്ള വസ്തു
pair of hands typing fast on keyboard##person,person,person,orange,apple,apple,handbag,person,orange,orange	കീബോർഡിൽ വേഗത്തിൽ ടൈപ്പുചെയ്യുന്ന രണ്ടു കൈകൾ
Baby fine light brown hair.##elephant	ബേബിയുടെ നേർത്ത ഇളം തവിട്ട് നിറമുള്ള മുടി.
A bed plastic stamp##tv,chair,chair,chair,dining table,chair,chair,dining table,book,chair	ഒരു ബെഡ് പ്ലാസ്റ്റിക് സ്റ്റാമ്പ്
a stand with information##person,tie	വിവരങ്ങളുള്ള ഒരു സ്റ്റാന്റ്
man working at stand##person,person,person	സ്റ്റാന്റിൽ ജോലി ചെയ്യുന്ന മനുഷ്യൻ
springs of the seat##microwave,oven,knife,sink,knife,oven,sink,knife,oven,sink	ഇരിപ്പിടത്തിന്റെ സ്പ്രിങ്ങുകൾ
black TV stand with flat screen##umbrella,person,person,person,umbrella,person,person,person,car,person	ഫ്ലാറ്റ് സ്ക്രീനുള്ള കറുത്ത ടിവി സ്റ്റാൻഡ്
second seat on motorcycle##bed,chair,tv	മോട്ടോർ സൈക്കിളിൽ രണ്ടാമത്തെ സീറ്റ്
12/22/2006 date stamp##person,bus,train	12/22/2006 തീയതി സ്റ്റാമ്പ്
Concrete forms in pavement##car,car,car,truck,car,person,car,person,person,person	നടപ്പാതയിൽ കോൺക്രീറ്റ് രൂപങ്ങൾ
time stamp on the picture##motorcycle,person,person,person,person,person,person,motorcycle,handbag,car	ചിത്രത്തിലെ ടൈം സ്റ്റാമ്പ്
the cross on the top of the building structure##traffic light,traffic light,bus,car,person,person,traffic light,person,person,traffic light	കെട്ടിട ഘടനയുടെ മുകളിലുള്ള കുരിശ്
sunglasses of second rider##person,car,car,person,car,car,person,car,person,car	രണ്ടാമത്തെ റൈഡറിന്റെ സൺഗ്ലാസുകൾ
A block in the wall.##person,person,cup,cake,sink,chair,cup,cell phone,dining table,dining table	ചുമരിൽ ഒരു ബ്ലോക്ക്.
A round concert block##traffic light,traffic light,train	ഒരു റൗണ്ട് കൺസേർട്ട് ബ്ലോക്ക്
cross that sits atop the column on the left side##sink,bottle	ഇടതുവശത്തുള്ള നിരയുടെ മുകളിൽ ഇരിക്കുന്ന ക്രോസ്സ്
location characters are white##boat,boat	ലൊക്കേഷൻ പ്രതീകങ്ങൾ വെളുത്തതാണ്
black utensils in a wooden block##person,pizza,person,person,person,car,person,pizza,person,person	ഒരു വുഡൻ ബ്ലോക്കിലെ കറുത്ത പാത്രങ്ങൾ
People at a fair.##giraffe,giraffe	ഒരു മേളയിൽ ആളുകൾ.
a brown horse with an english saddle##bottle,bottle,knife,dining table,knife,hot dog,knife,sandwich	ഒരു തവിട്ടുനിറത്തിലുള്ള കുതിരയും കുതിരച്ചേണയും
photographers watermark and date##train,traffic light,traffic light,traffic light,traffic light,traffic light	ഫോട്ടോഗ്രാഫരുടെ വാട്ടർമാർക്കും തീയതിയും
a person cross country skiing in the background##person,potted plant,chair,chair,potted plant,toothbrush,toothbrush	പശ്ചാത്തലത്തിൽ ഒരു വ്യക്തി ക്രോസ്സ് കൺട്രി സ്കീയിംഗ് ചെയ്യുന്നു
date 2008 printed on the label##person,person,person,person,tennis racket,tennis racket,tennis racket	തീയതി 2008 ലേബലിൽ അച്ചടിച്ചു
Tray of white rice and english muffins##person,surfboard,chair	വെളുത്ത അരിയുടെയും ഗോതമ്പപ്പത്തിന്റെയും ട്രേ
Red and silver sign with Asian characters##person,person,person,baseball bat,person,baseball glove,sports ball,baseball glove	ചുവപ്പും വെള്ളിയും അടയാളം ഉള്ളഏഷ്യൻ പ്രതീകങ്ങൾ
person forces cow to ramble over rocks for unknown reason##person,person,person,tie,person,person,tie,person,cell phone,person	അജ്ഞാതമായ കാരണത്താൽ പശുവിനെ പാറകളിൽ ഇടിക്കാൻ വ്യക്തി നിർബന്ധിക്കുന്നു
The white bins on the second shelf of the fridge.##dog,person,tie,dog	ഫ്രിഡ്ജിലെ രണ്ടാമത്തെ തട്ടിലെ വെളുത്ത കൊട്ടകൾ
a player on second base##mouse,chair,cup,bottle,book,book,book,book,book,book	രണ്ടാമത്തെ അടിത്തറയിലുള്ള കളിക്കാരൻ
air forces flag##person,person,person,person,tennis racket,person,person,person,person,person	വ്യോമസേനയുടെ പതാക
the penalty box is white lined##person,person,person,skis,skis,skis,person	പെനാൽറ്റി ബോക്സ് വെളുത്ത വരയാണ്
yellow plane with characters##person,person,person,baseball glove,person,person,person,baseball bat,tennis racket	പ്രതീകങ്ങളുള്ള മഞ്ഞ തലം
block sneakers with green laces##dog,couch,couch,dog,cat	പച്ച ലെയ്സുകളുള്ള ഷൂ
White copyright stamp##traffic light,person,train,train,person,traffic light,traffic light,traffic light,traffic light,fire hydrant	വെളുത്ത പകർപ്പവകാശ സ്റ്റാമ്പ്
The tennis player's shadow is on the tennis court.##airplane,airplane,truck,person,airplane,person,truck,truck,truck,bus	ടെന്നീസ് കളിക്കാരന്റെ നിഴൽ ടെന്നീസ് കോർട്ടിലാണ്.
case with cross on it also has red trim##fire hydrant,car,person,car,car,traffic light,person,car,truck,person	കുരിശുള്ള ഉള്ള കേസിൽ ചുവന്ന ട്രിം ഉണ്ട്
Two baseball players talking to each other##chair,microwave,dining table	രണ്ട് ബേസ്ബോൾ കളിക്കാർ പരസ്പരം സംസാരിക്കുന്നു
fair large legion of anti-climate change, 350.org, kites with tails in the overcast sky##person,tennis racket,person,person,person,person,bottle,bottle,person,person	കാലാവസ്ഥാ വ്യതിയാനത്തിന്റെ ന്യായമായ വലിയ ലെജിയൻ, മൂന്നൂറ്റി അമ്പത്.ഒർജി, മൂടിക്കെട്ടിയ ആകാശത്ത് വാലുള്ള കൈറ്റ്സ്
white cement block wall##giraffe,giraffe	വെളുത്ത സിമൻറ് ബ്ലോക്ക് മതിൽ
four female soccer players on a grassy field##truck,bench,person	പുൽമേടിൽ നാല് വനിതാ കാല്പന്ത് കളിക്കാർ
models posing on motorcycle##person,bicycle,bicycle,person,bicycle,bicycle,bicycle,bicycle,bicycle,bench	മോട്ടോർ സൈക്കിളിൽ പോസ് ചെയ്യുന്ന മോഡലുകൾ
bird characters on top of a brown cake##person,person,person,car,baseball bat,car,cell phone,car,handbag,truck	ഒരു തവിട്ട് കേക്കിന് മുകളിലുള്ള പക്ഷി പ്രതീകങ്ങൾ
orange time and date stamp##traffic light,car,car,car,car,traffic light,car,car,car,traffic light	ഓറഞ്ച് സമയവും തീയതി സ്റ്റാമ്പും
black mit in players hand##person,refrigerator,cup,cup,dining table,cake,bowl,chair,sink,cell phone	കളിക്കാരുടെ കൈയിൽ കറുത്ത മിറ്റ്
girl showing cow at fair##cat,person,bicycle,bicycle,bicycle,bicycle,backpack,sheep	പെൺകുട്ടി പശുവിനെ മേളയിൽ കാണിക്കുന്നു
the watermark is a block font##airplane,person,person,airplane	വാട്ടർമാർക്ക് ഒരു ബ്ലോക്ക് ഫോണ്ടാണ്
tennis player on the green colored section of a court##bus,bus,bus,bus,bus,bus,book,person,person,bus	ഒരു കോർട്ടിന്റെ പച്ച നിറത്തിലുള്ള വിഭാഗത്തിൽ ടെന്നീസ് കളിക്കാരൻ
the chinese characters on the vase##motorcycle,person	പൂത്തട്ടത്തിലെ ചൈനീസ് പ്രതീകങ്ങൾ
chinese characters are in the sign##person,tennis racket,person,tennis racket,sports ball	ചൈനീസ് പ്രതീകങ്ങൾ അടയാളത്തിലാണ്
fine thin red hair##person,person,person,baseball glove,baseball bat,person,person,person,chair,person	നേർത്ത ചുവന്ന മുടി
